<pad>     1000000000
<unk>     1000000000
<s>     1000000000
</s>    1000000000
.       1
?       1
,       1
!       1
:       1
Bo	1
phim	1
lan	1
dau	1
duoc	1
cong	1
chieu	1
tai	1
lien	1
hoan	1
va	1
sau	1
do	1
o	1
ngay	1
thang	1
nam	1
Nhung	1
kieu	1
ao	1
so	1
mi	1
may	1
theo	1
chat	1
lieu	1
hay	1
co	1
chut	1
gian	1
nay	1
cung	1
cac	1
ban	1
tre	1
ua	1
chuong	1
Duong	1
kim	1
tong	1
thong	1
la	1
nguoi	1
nham	1
chuc	1
vao	1
mot	1
loai	1
thuc	1
vat	1
hoa	1
trong	1
ho	1
Cuc	1
Sau	1
moi	1
thay	1
ta	1
noi	1
con	1
ran	1
duc	1
di	1
tim	1
an	1
thit	1
de	1
tra	1
thu	1
cho	1
cai	1
ba	1
biet	1
them	1
Ho	1
Dao	1
nuong	1
Dau	1
Khi	1
khoi	1
dap	1
lai	1
cuoc	1
tan	1
khong	1
ong	1
Chung	1
toi	1
da	1
bao	1
voi	1
quoc	1
gia	1
rang	1
chung	1
se	1
mieng	1
doi	1
bat	1
ky	1
nao	1
canh	1
cao	1
cach	1
tuy	1
thuoc	1
tinh	1
hinh	1
thoi	1
cua	1
tu	1
Loai	1
Gio	1
Dai	1
tuong	1
xa	1
the	1
den	1
tien	1
ve	1
que	1
nha	1
nhung	1
deo	1
bang	1
tang	1
nho	1
Buoc	1
lop	1
Phu	1
huynh	1
chen	1
chang	1
keu	1
Lom	1
khom	1
duoi	1
cha	1
vai	1
dua	1
Lac	1
dac	1
ben	1
luon	1
Nho	1
truoc	1
truong	1
kho	1
Nay	1
sao	1
mo	1
hoi	1
Dung	1
chan	1
dung	1
Mot	1
manh	1
troi	1
rieng	1
Ba	1
Quy	1
nhan	1
bai	1
viet	1
me	1
oan	1
minh	1
vi	1
benh	1
tat	1
dang	1
tren	1
Thanh	1
Nien	1
Cu	1
Oai	1
oam	1
chuyen	1
xay	1
ra	1
chu	1
yeu	1
phan	1
lon	1
can	1
bo	1
vien	1
nuoc	1
quan	1
don	1
doanh	1
nghiep	1
Va	1
bi	1
to	1
quyen	1
ai	1
Van	1
Trang	1
tiet	1
lo	1
dien	1
trai	1
Binh	1
hien	1
anh	1
cap	1
vo	1
chong	1
day	1
mau	1
thuan	1
san	1
khau	1
nhac	1
kich	1
khoa	1
hoc	1
xong	1
du	1
phong	1
nen	1
khu	1
lich	1
dan	1
cu	1
dia	1
doc	1
tuyen	1
Mong	1
Cai	1
Dong	1
Trieu	1
trinh	1
em	1
van	1
thuong	1
nhau	1
buoc	1
xem	1
hang	1
xe	1
viec	1
tung	1
Trong	1
giu	1
xoa	1
giam	1
ngheo	1
Ta	1
Rut	1
lua	1
dao	1
chay	1
tro	1
roi	1
chiem	1
doat	1
trieu	1
dong	1
tron	1
Hay	1
chua	1
nghe	1
trach	1
nhiem	1
luong	1
Kho	1
ung	1
ma	1
lap	1
phoi	1
danh	1
nhu	1
giup	1
kiem	1
chi	1
duy	1
nhat	1
De	1
nua	1
tiep	1
nhe	1
Neu	1
hung	1
quen	1
giai	1
dai	1
nhay	1
sang	1
Thach	1
mieu	1
The	1
thac	1
mac	1
dieu	1
ay	1
gi	1
Thoi	1
gan	1
Nha	1
khach	1
Quoc	1
Dieu	1
Ngu	1
phai	1
chinh	1
tri	1
diem	1
thi	1
mon	1
ngoai	1
ngu	1
khi	1
he	1
Su	1
pham	1
tieng	1
Phap	1
trung	1
Trung	1
Anh	1
bac	1
tieu	1
Nga	1
Thai	1
Lan	1
te	1
mai	1
Hien	1
nat	1
vu	1
sap	1
giao	1
dich	1
Voi	1
that	1
chien	1
tranh	1
ton	1
kem	1
vuong	1
vung	1
nhen	1
xam	1
nhap	1
am	1
muu	1
lang	1
huyen	1
An	1
Do	1
Ong	1
ga	1
vang	1
tuoi	1
ngon	1
mat	1
long	1
rua	1
sach	1
dem	1
bep	1
tap	1
binh	1
soi	1
it	1
bot	1
goi	1
sat	1
ca	1
phe	1
toan	1
cau	1
nien	1
kien	1
khoang	1
len	1
muc	1
thap	1
hon	1
Nong	1
Hoa	1
Ki	1
Tong	1
kinh	1
phi	1
khen	1
Na	1
Nguoi	1
Nhat	1
suon	1
nui	1
tuc	1
duong	1
Tri	1
dut	1
Vat	1
ly	1
khop	1
tot	1
thien	1
suc	1
bap	1
xung	1
quanh	1
Thue	1
Ha	1
Noi	1
neu	1
ten	1
no	1
thue	1
ty	1
Cau	1
khien	1
xu	1
huong	1
tao	1
su	1
thanh	1
hat	1
rat	1
sung	1
vuot	1
qua	1
Co	1
si	1
Viet	1
A	1
Han	1
ruc	1
rich	1
mua	1
mu	1
xin	1
boi	1
nghia	1
xi	1
Se	1
nguc	1
nau	1
Thien	1
thao	1
Con	1
linh	1
vuc	1
xuat	1
lam	1
doan	1
nhieu	1
khuon	1
thoai	1
Bang	1
hoang	1
sinh	1
Chim	1
chop	1
uc	1
lung	1
trang	1
Da	1
cam	1
My	1
nguyen	1
ven	1
tam	1
Tich	1
Gia	1
xang	1
tho	1
gioi	1
chiu	1
tac	1
dinh	1
Tran	1
Thu	1
Chu	1
Di	1
Canh	1
song	1
Cong	1
Nu	1
tuoc	1
Hoi	1
Vuong	1
Bi	1
Phat	1
trien	1
nong	1
thon	1
hop	1
ket	1
vong	1
Chinh	1
phu	1
nghien	1
cuu	1
mang	1
nganh	1
Nam	1
vieng	1
tham	1
luoc	1
Tu	1
tuan	1
Cac	1
deu	1
het	1
hut	1
huan	1
quy	1
che	1
coi	1
So	1
khai	1
cuoi	1
cuc	1
cup	1
Chau	1
Au	1
hau	1
nga	1
bay	1
gio	1
luc	1
bong	1
toc	1
nhanh	1
ki	1
nghi	1
Giua	1
man	1
Ngam	1
buc	1
suong	1
Puya	1
Thuong	1
Dang	1
Dan	1
Ban	1
Coi	1
Cung	1
thiet	1
nhien	1
hap	1
Vi	1
xac	1
tin	1
buoi	1
Ky	1
nang	1
uy	1
thuyet	1
Dac	1
khoan	1
luot	1
quyet	1
tich	1
hanh	1
hieu	1
truc	1
Qua	1
bom	1
nhiet	1
hach	1
phat	1
Lien	1
Xo	1
Nguon	1
Phuong	1
khac	1
loi	1
giua	1
Nhieu	1
luat	1
say	1
ruou	1
moc	1
Tinh	1
kha	1
hoac	1
mem	1
Theo	1
hai	1
Dien	1
Toa	1
Giao	1
phien	1
Chi	1
ha	1
ngam	1
Long	1
dat	1
le	1
gap	1
phap	1
Ngoai	1
soan	1
gui	1
lau	1
Khoa	1
chia	1
Xuan	1
Hong	1
Truong	1
Dinh	1
Thong	1
cang	1
Ve	1
Toi	1
Nguyen	1
Le	1
Kha	1
Phieu	1
Duc	1
Luong	1
Tan	1
Quang	1
lanh	1
U	1
Ninh	1
Tuoi	1
qui	1
vuon	1
toa	1
nhi	1
phun	1
thieu	1
Tac	1
thich	1
thai	1
Tuy	1
rong	1
Lu	1
Run	1
tran	1
vay	1
trich	1
muon	1
Hun	1
Sen	1
Bien	1
sac	1
trao	1
bien	1
Tang	1
Bao	1
Quyen	1
Minh	1
ke	1
my	1
thuat	1
Vu	1
vua	1
menh	1
nu	1
Mo	1
nhai	1
Dat	1
Xay	1
Lang	1
Bac	1
Day	1
tru	1
cot	1
niem	1
Thi	1
Tham	1
khang	1
pho	1
phuc	1
Nhom	1
Khong	1
Ca	1
Tai	1
Tuong	1
La	1
nuoi	1
chep	1
dep	1
khoe	1
nghiet	1
phieu	1
chuon	1
Doan	1
han	1
nhin	1
tay	1
oi	1
O	1
dam	1
ti	1
nan	1
hy	1
guong	1
ep	1
Man	1
khan	1
Truoc	1
cuong	1
Pho	1
chim	1
Trai	1
mao	1
buong	1
mong	1
Sam	1
cay	1
Thao	1
Bay	1
Ngan	1
Khanh	1
Dip	1
Hao	1
uong	1
huy	1
than	1
diu	1
ngo	1
Tho	1
thua	1
xuong	1
giat	1
Mua	1
Trao	1
Vua	1
Trinh	1
sai	1
Hon	1
muop	1
lay	1
dit	1
lao	1
uoc	1
chet	1
Giai	1
Quai	1
Nang	1
TRON	1
hua	1
hen	1
TUAN	1
SON	1
suot	1
Du	1
vui	1
Viec	1
quang	1
Phuc	1
Ben	1
Que	1
Cuoc	1
luu	1
det	1
Hanh	1
Nuoc	1
banh	1
Kiet	1
Luan	1
ron	1
theu	1
cuom	1
Chet	1
Rong	1
Loi	1
Toan	1
by	1
cuon	1
hoat	1
gom	1
xan	1
nheo	1
net	1
chao	1
met	1
Chum	1
Mau	1
khung	1
Phan	1
Thiet	1
Thuan	1
Buu	1
Buoi	1
Sa	1
khieu	1
nai	1
y	1
gianh	1
Pop	1
Nghien	1
khiem	1
khuyet	1
Dam	1
Ai	1
Cap	1
nguon	1
Nguyet	1
khap	1
Phi	1
phia	1
Ran	1
vot	1
E	1
Tren	1
Pham	1
Bu	1
ngan	1
Them	1
Duy	1
Thep	1
POM	1
Nghe	1
Yen	1
Tay	1
Vang	1
Sai	1
Gon	1
Kim	1
gay	1
chon	1
uu	1
Am	1
phuong	1
goc	1
mien	1
gieng	1
thung	1
Duoc	1
Y	1
loc	1
Ngoc	1
Sang	1
Danh	1
Hai	1
Lieu	1
ap	1
Doi	1
suat	1
nghiem	1
ham	1
Khep	1
PET	1
giang	1
Tuc	1
chau	1
gai	1
Hoang	1
chot	1
trom	1
Gam	1
nem	1
dum	1
boc	1
Den	1
on	1
Bip	1
Lao	1
Xa	1
Don	1
Ten	1
chiec	1
giay	1
Thuy	1
Tien	1
Vinh	1
VAT	1
nop	1
Khan	1
Gung	1
nhom	1
Uyen	1
lu	1
hong	1
gac	1
xep	1
ghi	1
I	1
xuyen	1
cham	1
Mu	1
Gai	1
Song	1
run	1
ray	1
Ro	1
som	1
Ngay	1
luyen	1
nhich	1
huyet	1
mach	1
Chien	1
Than	1
Hang	1
be	1
ne	1
Tiep	1
Kich	1
nguoc	1
rung	1
uot	1
Vien	1
giau	1
Uy	1
Khac	1
bieu	1
luan	1
ngoi	1
ninh	1
pha	1
na	1
Tieng	1
Thuc	1
Cuu	1
Soan	1
vinh	1
pin	1
Trin	1
Cuoi	1
chai	1
phep	1
Giam	1
Benh	1
phut	1
Phao	1
Kham	1
Rang	1
Phung	1
go	1
Diem	1
kep	1
duyet	1
Chieu	1
lenh	1
Nai	1
Quan	1
Hoc	1
Soc	1
heo	1
Moi	1
huu	1
giong	1
chuoi	1
mich	1
siet	1
sieu	1
gat	1
ro	1
Sieu	1
phao	1
Nhu	1
truy	1
Cuop	1
Trom	1
hep	1
Liet	1
Sung	1
bon	1
xuc	1
ich	1
rut	1
bach	1
Chuong	1
Tuyet	1
mim	1
dui	1
Tam	1
Tao	1
Nguy	1
Ma	1
doa	1
ruong	1
Kinh	1
kip	1
nhoi	1
coc	1
phau	1
CUT	1
Tre	1
Ke	1
Tap	1
Cam	1
xet	1
Hoai	1
tau	1
rui	1
Doanh	1
sut	1
nhuan	1
Hinh	1
mung	1
buu	1
Diep	1
VIET	1
CUONG	1
khao	1
khat	1
cuop	1
Tra	1
Nuong	1
chin	1
Sep	1
Khu	1
Chua	1
hem	1
bop	1
vet	1
chiet	1
Huong	1
Vuon	1
uom	1
dot	1
Huyet	1
Truyen	1
lui	1
thoa	1
soc	1
tut	1
giac	1
hoach	1
loa	1
truot	1
bun	1
giap	1
quay	1
Xem	1
Rat	1
Truc	1
Ly	1
hao	1
Bong	1
chenh	1
lech	1
yet	1
ngua	1
lot	1
Thuoc	1
cum	1
RAM	1
thuy	1
hiem	1
cut	1
rai	1
mui	1
cheo	1
gon	1
Nhan	1
chup	1
Mac	1
ngat	1
cat	1
Duoi	1
lac	1
Khoi	1
Nghia	1
Xuong	1
Vo	1
Manh	1
Bach	1
Gioi	1
Hung	1
nguy	1
sua	1
vach	1
triu	1
Bat	1
Me	1
via	1
chem	1
Em	1
Bui	1
Chanh	1
tom	1
chich	1
Mai	1
Dich	1
Giay	1
tet	1
Chiec	1
Son	1
Quyet	1
Bon	1
xom	1
Dap	1
Hiep	1
Vay	1
giuong	1
khuyen	1
Biet	1
Lam	1
truyen	1
Soi	1
but	1
keo	1
Khiem	1
choi	1
quet	1
loat	1
bia	1
om	1
khuoc	1
tram	1
nghin	1
suu	1
kenh	1
On	1
Lay	1
tha	1
kheo	1
voc	1
Thay	1
diep	1
muoi	1
Nghi	1
von	1
Trien	1
Phong	1
Cang	1
To	1
thuyen	1
bua	1
nach	1
khuyu	1
ngang	1
MU	1
Bai	1
thoat	1
ngach	1
Huy	1
Linh	1
Xac	1
bam	1
Boi	1
hoanh	1
khich	1
ren	1
Luc	1
Cao	1
Chon	1
suoi	1
xau	1
Dua	1
xoe	1
Tin	1
hom	1
ghe	1
Mat	1
Thap	1
Hua	1
Cay	1
soat	1
tui	1
Khach	1
Xu	1
Khai	1
BOT	1
thach	1
MINH	1
PHONG	1
kin	1
chuan	1
Vai	1
Ket	1
xanh	1
gieo	1
giet	1
Nhuc	1
ngong	1
thinh	1
thoang	1
Ap	1
Hen	1
tiem	1
No	1
Ham	1
soai	1
im	1
gop	1
nhot	1
thom	1
sy	1
Thang	1
Kien	1
phang	1
men	1
tiec	1
xuan	1
Cuong	1
Gian	1
Giap	1
ngui	1
San	1
Tuan	1
Cup	1
xoay	1
triet	1
nhuong	1
chac	1
chap	1
ruoi	1
khuc	1
Thieu	1
Lich	1
Hoan	1
ranh	1
loang	1
Lon	1
rach	1
Phien	1
kham	1
hu	1
tach	1
vooc	1
Liem	1
ngung	1
sot	1
li	1
bu	1
non	1
bung	1
lom	1
viem	1
xen	1
Chuc	1
Mach	1
tua	1
Thom	1
rap	1
Mao	1
Due	1
Chong	1
Cham	1
Khoang	1
nap	1
ngap	1
lut	1
Triet	1
quat	1
u	1
Huyen	1
Nhi	1
lun	1
Nham	1
Ngai	1
top	1
in	1
sam	1
Ngoi	1
Chac	1
Vy	1
luoi	1
buon	1
EU	1
Lanh	1
Vao	1
Phuoc	1
ni	1
Von	1
Ray	1
Ich	1
Duyen	1
lit	1
Lat	1
xua	1
gao	1
Suat	1
Cho	1
AU	1
lat	1
mam	1
tanh	1
Uc	1
Te	1
Soa	1
But	1
re	1
Tet	1
phet	1
treo	1
ngoe	1
khuynh	1
Leo	1
chanh	1
Giang	1
SET	1
Can	1
Top	1
Khao	1
Bieu	1
Lai	1
ghep	1
It	1
bau	1
VI	1
Mang	1
Nan	1
Hy	1
Tuyen	1
kia	1
nhep	1
leo	1
Niem	1
Chuyen	1
Sinh	1
Cha	1
Ty	1
Ton	1
Huan	1
Buon	1
Thuot	1
Be	1
Khoan	1
MOT	1
SO	1
DIA	1
CHI	1
HOC	1
TAI	1
DA	1
NANG	1
Tro	1
Tim	1
Chan	1
Ngo	1
i	1
Roi	1
nhuoc	1
rom	1
luy	1
beo	1
Thuyen	1
Bin	1
liet	1
dip	1
nguong	1
Loc	1
hoai	1
dom	1
gium	1
Phoi	1
Xi	1
Ngot	1
ngao	1
Choat	1
rau	1
ngot	1
Thinh	1
Huynh	1
Lo	1
um	1
reo	1
inh	1
e	1
phen	1
loan	1
Tat	1
vut	1
rac	1
Tru	1
That	1
xich	1
Rap	1
Xe	1
Ut	1
Tue	1
Ung	1
trat	1
Guong	1
nhip	1
sim	1
Xin	1
Hue	1
thau	1
Tram	1
Thiem	1
Nhin	1
khe	1
He	1
Ken	1
ken	1
nuot	1
Gui	1
Khau	1
Nghiep	1
hiep	1
bieng	1
buyt	1
Gay	1
Go	1
hi	1
vun	1
Rach	1
Mieu	1
Lap	1
Lau	1
hac	1
ngoc	1
bich	1
vac	1
tuyet	1
khoac	1
TU	1
TRUNG	1
TAM	1
GIA	1
SU	1
Hat	1
Gan	1
Luu	1
Hieu	1
mia	1
Mon	1
Quat	1
Hot	1
nguyet	1
thot	1
nghich	1
venh	1
meo	1
nin	1
Phai	1
not	1
Ra	1
nghen	1
xoc	1
ruot	1
AP	1
tuon	1
Sec	1
Ria	1
Vung	1
Tau	1
Dot	1
trau	1
ngai	1
hot	1
giuc	1
Khang	1
Hau	1
gin	1
au	1
By	1
Vap	1
uon	1
duyen	1
Li	1
Rieng	1
bui	1
Lua	1
xuoi	1
Huu	1
Cach	1
Quynh	1
Cat	1
Luat	1
cui	1
giot	1
xinh	1
trac	1
nhuyen	1
a	1
ac	1
mit	1
khoai	1
gach	1
Chang	1
Dem	1
Quach	1
khenh	1
uyen	1
khoanh	1
ru	1
ganh	1
min	1
ngoan	1
at	1
com	1
lum	1
xum	1
gang	1
ngac	1
Lung	1
Si	1
DOC	1
COC	1
truan	1
Keng	1
ret	1
lem	1
yen	1
nghenh	1
diet	1
tuyt	1
Mich	1
NHAN	1
DINH	1
THI	1
TRUONG	1
CHUNG	1
KHOAN	1
NGAY	1
phanh	1
suy	1
Chun	1
Thua	1
Rau	1
toe	1
khinh	1
sec	1
vap	1
Ngon	1
khon	1
Ao	1
Doc	1
Yeu	1
Hom	1
ghet	1
Muc	1
phac	1
son	1
TRINH	1
CAO	1
Phe	1
thia	1
chuoc	1
Rich	1
May	1
Che	1
ri	1
up	1
sanh	1
ram	1
thiep	1
Gie	1
xoai	1
ngau	1
chum	1
Tieu	1
Xuoc	1
Ni	1
Loan	1
Gau	1
vom	1
Sim	1
Lop	1
Kiep	1
ruoc	1
xuyt	1
khoc	1
Nhon	1
Luon	1
nghieng	1
Ti	1
teo	1
khiep	1
Suy	1
khanh	1
XI	1
Sap	1
phay	1
Sao	1
Ga	1
Tui	1
Suong	1
khiet	1
trut	1
Xanh	1
Muong	1
Xen	1
Tot	1
Kip	1
khuya	1
Sat	1
biu	1
then	1
chui	1
Ram	1
vanh	1
Chia	1
RIA	1
Coc	1
Nghich	1
Dec	1
Oc	1
nhoc	1
cop	1
Nhoc	1
nhuc	1
nghet	1
Toc	1
xao	1
Bich	1
Gao	1
thep	1
Gap	1
Nhac	1
NGUYEN	1
lieng	1
huc	1
nhang	1
Xet	1
khia	1
Thoat	1
Seng	1
Hop	1
Hu	1
Muoi	1
Tuat	1
choc	1
Set	1
Chuot	1
chech	1
tum	1
sa	1
XEM	1
THEM	1
Xuat	1
nhon	1
treu	1
Suc	1
xoan	1
rao	1
