<pad>     1000000000
<unk>     1000000000
<s>     1000000000
</s>    1000000000
.       1
?       1
,       1
!       1
:       1
bộ	1
phim	1
lần	1
đầu	1
được	1
công	1
chiếu	1
tại	1
liên	1
hoan	1
và	1
sau	1
đó	1
ở	1
ngày	1
tháng	1
năm	1
những	1
kiểu	1
áo	1
sơ	1
mi	1
may	1
theo	1
chất	1
liệu	1
hay	1
có	1
chút	1
co	1
giãn	1
nay	1
cũng	1
các	1
bạn	1
trẻ	1
ưa	1
chuộng	1
đương	1
kim	1
tổng	1
thống	1
là	1
người	1
nhậm	1
chức	1
vào	1
một	1
loài	1
thực	1
vật	1
hoa	1
trong	1
họ	1
cúc	1
này	1
mới	1
thấy	1
ta	1
nói	1
con	1
rắn	1
đực	1
đi	1
tìm	1
ăn	1
thịt	1
để	1
trả	1
thù	1
cho	1
cái	1
bà	1
biết	1
thêm	1
đào	1
nương	1
đậu	1
khi	1
khỏi	1
đáp	1
lại	1
cuộc	1
tấn	1
không	1
ông	1
chúng	1
tôi	1
đã	1
thông	1
báo	1
với	1
quốc	1
gia	1
rằng	1
sẽ	1
miếng	1
đối	1
bất	1
kỳ	1
nào	1
cảnh	1
cáo	1
cách	1
thức	1
tùy	1
thuộc	1
tình	1
hình	1
thời	1
gian	1
của	1
từ	1
giờ	1
đại	1
tướng	1
xa	1
thể	1
đến	1
tiễn	1
về	1
quê	1
nhà	1
nhưng	1
đeo	1
băng	1
tang	1
tưởng	1
nhớ	1
bước	1
lớp	1
phụ	1
huynh	1
chen	1
lấn	1
chẳng	1
kêu	1
la	1
lom	1
khom	1
dưới	1
cha	1
vài	1
đứa	1
lác	1
đác	1
bên	1
cô	1
lượn	1
mấy	1
trước	1
trường	1
đâu	1
khổ	1
sao	1
đổ	1
mồ	1
hôi	1
dừng	1
chân	1
đứng	1
đưa	1
tiền	1
mảnh	1
trời	1
riêng	1
quy	1
nhân	1
bài	1
viết	1
mẹ	1
oằn	1
mình	1
vì	1
bệnh	1
tật	1
đăng	1
trên	1
thanh	1
niên	1
cử	1
oái	1
oăm	1
thay	1
chuyện	1
xảy	1
ra	1
chủ	1
yếu	1
phần	1
lớn	1
nằm	1
cán	1
viên	1
nước	1
cơ	1
quan	1
đơn	1
vị	1
doanh	1
nghiệp	1
bị	1
tố	1
quyền	1
ai	1
sợ	1
vân	1
trang	1
tiết	1
lộ	1
chàng	1
diễn	1
điển	1
trai	1
quý	1
bình	1
tái	1
hiện	1
ảnh	1
cặp	1
vợ	1
chồng	1
đầy	1
mâu	1
thuẫn	1
sân	1
khấu	1
nhạc	1
kịch	1
mô	1
tả	1
khoa	1
học	1
tiên	1
xây	1
dựng	1
xong	1
bản	1
đồ	1
số	1
sở	1
dữ	1
phông	1
nền	1
phóng	1
xạ	1
khu	1
du	1
lịch	1
dân	1
cư	1
địa	1
bàn	1
dọc	1
tuyến	1
móng	1
đông	1
triều	1
chương	1
trình	1
anh	1
em	1
vẫn	1
yêu	1
thương	1
nhau	1
xem	1
đúng	1
đắn	1
hãng	1
xe	1
việc	1
tung	1
mẫu	1
phân	1
khối	1
giữ	1
xóa	1
đói	1
giảm	1
nghèo	1
xã	1
tà	1
rụt	1
dũng	1
lừa	1
đảo	1
chạy	1
hỗ	1
trợ	1
hộ	1
rồi	1
chiếm	1
đoạt	1
triệu	1
đồng	1
bỏ	1
trốn	1
dở	1
chưa	1
nghề	1
trách	1
nhiệm	1
kỹ	1
lưỡng	1
kho	1
ứng	1
dụng	1
nơi	1
mà	1
lập	1
phối	1
dành	1
như	1
giúp	1
dùng	1
kiếm	1
mọi	1
thứ	1
chỉ	1
duy	1
nhất	1
nữa	1
tiếp	1
nhé	1
nếu	1
hứng	1
thú	1
đọc	1
hãy	1
quên	1
độ	1
giải	1
đây	1
nhạy	1
sáng	1
thạch	1
nam	1
miêu	1
thế	1
thắc	1
mắc	1
điều	1
ấy	1
phản	1
gì	1
gần	1
khách	1
điếu	1
ngư	1
đài	1
mở	1
cửa	1
đón	1
thường	1
phải	1
chính	1
trị	1
cụ	1
tính	1
điểm	1
thi	1
môn	1
ngoại	1
ngữ	1
hệ	1
sư	1
phạm	1
tiếng	1
pháp	1
trúng	1
tuyển	1
trung	1
tương	1
bậc	1
tiểu	1
nga	1
thái	1
lan	1
tế	1
mại	1
nát	1
vụ	1
sập	1
sàn	1
